asset_id,period_end,observed_at,price_per_share,market_cap,event_type,source_type,source_reference,collected_at,researcher,precision_status,notes,volume,frequency,implied_market_cap,warning_reason
rally-00mouton,2023-12-31,2023-12-29T00:00:00Z,11.0,22000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,22000.0,chart_observation_marked_exact
rally-00mouton,2024-03-31,2024-03-28T00:00:00Z,13.0,26000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,26000.0,chart_observation_marked_exact
rally-00mouton,2024-06-30,2024-06-24T00:00:00Z,13.25,26500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,26500.0,chart_observation_marked_exact
rally-00mouton,2024-09-30,2024-09-26T00:00:00Z,11.0,22000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,22000.0,chart_observation_marked_exact
rally-00mouton,2024-12-31,2024-12-30T00:00:00Z,12.5,25000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,25000.0,chart_observation_marked_exact
rally-00mouton,2025-03-31,2025-03-27T00:00:00Z,11.75,23500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,23500.0,chart_observation_marked_exact
rally-00mouton,2025-06-30,2025-06-30T00:00:00Z,9.6,19200.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,19200.0,chart_observation_marked_exact
rally-00mouton,2025-09-30,2025-09-25T00:00:00Z,9.4,18800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,18800.0,chart_observation_marked_exact
rally-00mouton,2025-12-31,2025-12-29T00:00:00Z,7.55,15100.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15100.0,chart_observation_marked_exact
rally-00mouton,2026-03-31,2026-03-26T00:00:00Z,7.85,15700.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15700.0,chart_observation_marked_exact
rally-00mouton,2026-06-30,2026-06-29T00:00:00Z,7.9,15800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15800.0,chart_observation_marked_exact
rally-03tache,2020-12-31,2020-11-01T00:00:00Z,5.0,78000.0,offering_price,rally_app,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Initial offering. Submitted observed_at was 2020-11.,,quarterly,78000.0,observed_at_exceeds_quarter_lookback:60d; offering_price_excluded_from_secondary_returns
rally-03tache,2021-03-31,2021-04-20T00:00:00Z,3.0,46800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Nearest available observation after quarter-end. Submitted precision_status was approx.,,quarterly,46800.0,observed_at_after_period_end
rally-03tache,2021-06-30,2021-06-25T00:00:00Z,3.75,58500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,58500.0,chart_observation_marked_exact
rally-03tache,2021-09-30,2021-09-10T00:00:00Z,4.6,71760.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,71760.0,observed_at_exceeds_quarter_lookback:20d; chart_observation_marked_exact
rally-03tache,2021-12-31,2022-02-14T00:00:00Z,4.1,63960.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Nearest available observation after quarter-end. Submitted precision_status was approx.,,quarterly,63959.99999999999,observed_at_after_period_end
rally-03tache,2022-03-31,2022-02-14T00:00:00Z,4.1,63960.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Submitted precision_status was approx.,,quarterly,63959.99999999999,observed_at_exceeds_quarter_lookback:45d
rally-03tache,2022-06-30,2022-06-30T00:00:00Z,3.9,60840.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,60840.0,chart_observation_marked_exact
rally-03tache,2022-09-30,2022-09-26T00:00:00Z,4.05,63180.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,63180.0,chart_observation_marked_exact
rally-03tache,2022-12-31,2022-12-29T00:00:00Z,4.6,71760.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,71760.0,chart_observation_marked_exact
rally-03tache,2023-03-31,2023-03-27T00:00:00Z,5.0,78000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,78000.0,chart_observation_marked_exact
rally-03tache,2023-06-30,2023-06-29T00:00:00Z,4.85,75660.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,75660.0,chart_observation_marked_exact
rally-03tache,2023-09-30,2023-09-25T00:00:00Z,4.75,74100.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,74100.0,chart_observation_marked_exact
rally-03tache,2023-12-31,2023-12-28T00:00:00Z,4.3,67080.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,67080.0,chart_observation_marked_exact
rally-03tache,2024-03-31,2024-03-25T00:00:00Z,4.75,74100.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,74100.0,chart_observation_marked_exact
rally-03tache,2024-06-30,2024-06-27T00:00:00Z,4.8,74880.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,74880.0,chart_observation_marked_exact
rally-03tache,2024-09-30,2024-09-30T00:00:00Z,4.5,70200.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,70200.0,chart_observation_marked_exact
rally-03tache,2024-12-31,2024-12-26T00:00:00Z,4.25,66300.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,66300.0,chart_observation_marked_exact
rally-03tache,2025-03-31,2025-03-31T00:00:00Z,4.05,63180.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,63180.0,chart_observation_marked_exact
rally-03tache,2025-06-30,2025-06-26T00:00:00Z,4.25,66300.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,66300.0,chart_observation_marked_exact
rally-03tache,2025-09-30,2025-09-29T00:00:00Z,4.25,66300.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,66300.0,chart_observation_marked_exact
rally-03tache,2025-12-31,2025-12-31T00:00:00Z,4.05,63180.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,63180.0,chart_observation_marked_exact
rally-03tache,2026-03-31,2026-03-30T00:00:00Z,4.1,63960.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,63959.99999999999,chart_observation_marked_exact
rally-03tache,2026-06-30,2026-06-25T00:00:00Z,4.05,63180.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,63180.0,chart_observation_marked_exact
rally-05latour,2020-09-30,2020-09-01T00:00:00Z,9.8,9800.0,offering_price,rally_app,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Initial offering,,quarterly,9800.0,observed_at_exceeds_quarter_lookback:29d; offering_price_excluded_from_secondary_returns
rally-05latour,2020-12-31,2020-12-22T00:00:00Z,9.8,9800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,9800.0,chart_observation_marked_exact
rally-05latour,2021-03-31,2021-02-25T00:00:00Z,12.0,12000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,12000.0,observed_at_exceeds_quarter_lookback:34d; chart_observation_marked_exact
rally-05latour,2021-06-30,2021-07-20T00:00:00Z,12.1,12100.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Submitted precision_status was approx.,,quarterly,12100.0,observed_at_after_period_end
rally-05latour,2021-09-30,2021-09-27T00:00:00Z,13.45,13450.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,13450.0,chart_observation_marked_exact
rally-05latour,2021-12-31,2022-01-31T00:00:00Z,14.0,14000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Submitted precision_status was approx.,,quarterly,14000.0,observed_at_after_period_end
rally-05latour,2022-03-31,2022-03-31T00:00:00Z,14.35,14350.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14350.0,chart_observation_marked_exact
rally-05latour,2022-06-30,2022-06-30T00:00:00Z,14.3,14300.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14300.0,chart_observation_marked_exact
rally-05latour,2022-09-30,2022-09-29T00:00:00Z,14.25,14250.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14250.0,chart_observation_marked_exact
rally-05latour,2022-12-31,2022-12-29T00:00:00Z,14.25,14250.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14250.0,chart_observation_marked_exact
rally-05latour,2023-03-31,2023-03-30T00:00:00Z,14.8,14800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14800.0,chart_observation_marked_exact
rally-05latour,2023-06-30,2023-06-29T00:00:00Z,14.5,14500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14500.0,chart_observation_marked_exact
rally-05latour,2023-09-30,2023-09-28T00:00:00Z,16.6,16600.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16600.0,chart_observation_marked_exact
rally-05latour,2023-12-31,2023-12-28T00:00:00Z,14.5,14500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14500.0,chart_observation_marked_exact
rally-05latour,2024-03-31,2024-03-28T00:00:00Z,15.95,15950.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15950.0,chart_observation_marked_exact
rally-05latour,2024-06-30,2024-06-28T00:00:00Z,14.5,14500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14500.0,chart_observation_marked_exact
rally-05latour,2024-09-30,2024-09-27T00:00:00Z,11.5,11500.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,11500.0,chart_observation_marked_exact
rally-05latour,2024-12-31,2024-12-27T00:00:00Z,15.95,15950.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15950.0,chart_observation_marked_exact
rally-05latour,2025-03-31,2025-03-28T00:00:00Z,15.9,15900.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15900.0,chart_observation_marked_exact
rally-05latour,2025-06-30,2025-06-27T00:00:00Z,15.9,15900.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15900.0,chart_observation_marked_exact
rally-05latour,2025-09-30,2025-09-26T00:00:00Z,12.35,12350.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,12350.0,chart_observation_marked_exact
rally-05latour,2025-12-31,2025-12-26T00:00:00Z,12.35,12350.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,12350.0,chart_observation_marked_exact
rally-05latour,2026-03-31,2026-03-27T00:00:00Z,12.35,12350.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,12350.0,chart_observation_marked_exact
rally-05latour,2026-06-30,2026-06-26T00:00:00Z,12.35,12350.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,12350.0,chart_observation_marked_exact
rally-06brm,2020-12-31,2020-12-01T00:00:00Z,10.0,18500.0,offering_price,rally_app,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Initial offering,,quarterly,18500.0,observed_at_exceeds_quarter_lookback:30d; offering_price_excluded_from_secondary_returns
rally-06brm,2021-03-31,2021-03-16T00:00:00Z,7.9,14615.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14615.0,observed_at_exceeds_quarter_lookback:15d; chart_observation_marked_exact
rally-06brm,2021-06-30,2021-08-20T00:00:00Z,9.95,18408.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Nearest available observation after quarter-end. Submitted precision_status was approx.,,quarterly,18407.5,observed_at_after_period_end
rally-06brm,2021-09-30,2021-08-20T00:00:00Z,9.95,18408.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Submitted precision_status was approx.,,quarterly,18407.5,observed_at_exceeds_quarter_lookback:41d
rally-06brm,2021-12-31,2022-01-18T00:00:00Z,9.75,18038.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Nearest available observation after quarter-end. Submitted precision_status was approx.,,quarterly,18037.5,observed_at_after_period_end
rally-06brm,2022-03-31,2022-03-25T00:00:00Z,8.75,16188.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16187.5,chart_observation_marked_exact
rally-06brm,2022-06-30,2022-06-27T00:00:00Z,7.5,13875.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,13875.0,chart_observation_marked_exact
rally-06brm,2022-09-30,2022-09-28T00:00:00Z,8.0,14800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14800.0,chart_observation_marked_exact
rally-06brm,2022-12-31,2022-12-30T00:00:00Z,9.0,16650.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16650.0,chart_observation_marked_exact
rally-06brm,2023-03-31,2023-03-27T00:00:00Z,9.0,16650.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16650.0,chart_observation_marked_exact
rally-06brm,2023-06-30,2023-06-29T00:00:00Z,8.0,14800.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,14800.0,chart_observation_marked_exact
rally-06brm,2023-09-30,2023-09-29T00:00:00Z,8.9,16465.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16465.0,chart_observation_marked_exact
rally-06brm,2023-12-31,2023-12-29T00:00:00Z,7.35,13598.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,13597.5,chart_observation_marked_exact
rally-06brm,2024-03-31,2024-03-28T00:00:00Z,8.75,16188.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16187.5,chart_observation_marked_exact
rally-06brm,2024-06-30,2024-06-24T00:00:00Z,8.75,16188.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16187.5,chart_observation_marked_exact
rally-06brm,2024-09-30,2024-09-25T00:00:00Z,8.5,15725.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15725.0,chart_observation_marked_exact
rally-06brm,2024-12-31,2024-12-27T00:00:00Z,8.65,16003.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16002.5,chart_observation_marked_exact
rally-06brm,2025-03-31,2025-03-31T00:00:00Z,8.65,16003.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,16002.5,chart_observation_marked_exact
rally-06brm,2025-06-30,2025-06-25T00:00:00Z,8.6,15910.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15910.0,chart_observation_marked_exact
rally-06brm,2025-09-30,2025-09-26T00:00:00Z,5.7,10545.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,10545.0,chart_observation_marked_exact
rally-06brm,2025-12-31,2025-12-29T00:00:00Z,5.8,10730.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,10730.0,chart_observation_marked_exact
rally-06brm,2026-03-31,2026-03-26T00:00:00Z,8.25,15263.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15262.5,chart_observation_marked_exact
rally-06brm,2026-06-30,2026-06-26T00:00:00Z,8.25,15263.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,15262.5,chart_observation_marked_exact
rally-09beaux,2021-03-31,2021-01-01T00:00:00Z,5.0,34000.0,offering_price,rally_app,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Initial offering. Submitted asset_id was rally-09beau.,,quarterly,34000.0,observed_at_exceeds_quarter_lookback:89d; offering_price_excluded_from_secondary_returns
rally-09beaux,2021-06-30,2021-05-19T00:00:00Z,3.65,24820.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,24820.0,observed_at_exceeds_quarter_lookback:42d; chart_observation_marked_exact
rally-09beaux,2021-09-30,2021-08-10T00:00:00Z,4.65,31620.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,31620.000000000004,observed_at_exceeds_quarter_lookback:51d; chart_observation_marked_exact
rally-09beaux,2021-12-31,2021-11-03T00:00:00Z,6.8,46240.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Nearest available observation before quarter-end. Submitted precision_status was approx. Submitted asset_id was rally-09beau.,,quarterly,46240.0,observed_at_exceeds_quarter_lookback:58d
rally-09beaux,2022-03-31,2022-03-29T00:00:00Z,6.4,43520.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,43520.0,chart_observation_marked_exact
rally-09beaux,2022-06-30,2022-06-29T00:00:00Z,4.8,32640.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,32640.0,chart_observation_marked_exact
rally-09beaux,2022-09-30,2022-09-29T00:00:00Z,5.95,40460.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,40460.0,chart_observation_marked_exact
rally-09beaux,2022-12-31,2022-12-30T00:00:00Z,4.45,30260.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,30260.0,chart_observation_marked_exact
rally-09beaux,2023-03-31,2023-03-31T00:00:00Z,7.0,47600.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,47600.0,chart_observation_marked_exact
rally-09beaux,2023-06-30,2023-06-26T00:00:00Z,7.35,49980.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,49980.0,chart_observation_marked_exact
rally-09beaux,2023-09-30,2023-09-26T00:00:00Z,6.9,46920.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,46920.0,chart_observation_marked_exact
rally-09beaux,2023-12-31,2023-12-27T00:00:00Z,6.75,45900.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,45900.0,chart_observation_marked_exact
rally-09beaux,2024-03-31,2024-03-28T00:00:00Z,6.75,45900.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,45900.0,chart_observation_marked_exact
rally-09beaux,2024-06-30,2024-06-28T00:00:00Z,6.3,42840.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,42840.0,chart_observation_marked_exact
rally-09beaux,2024-09-30,2024-09-27T00:00:00Z,6.35,43180.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,43180.0,chart_observation_marked_exact
rally-09beaux,2024-12-31,2024-12-30T00:00:00Z,6.1,41480.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,41480.0,chart_observation_marked_exact
rally-09beaux,2025-03-31,2025-03-31T00:00:00Z,6.1,41480.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,41480.0,chart_observation_marked_exact
rally-09beaux,2025-06-30,2025-06-25T00:00:00Z,5.8,39440.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,39440.0,chart_observation_marked_exact
rally-09beaux,2025-09-30,2025-09-25T00:00:00Z,6.65,45220.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,45220.0,chart_observation_marked_exact
rally-09beaux,2025-12-31,2025-12-31T00:00:00Z,5.45,37060.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,37060.0,chart_observation_marked_exact
rally-09beaux,2026-03-31,2026-03-27T00:00:00Z,5.4,36720.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,36720.0,chart_observation_marked_exact
rally-09beaux,2026-06-30,2026-06-29T00:00:00Z,5.4,36720.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Submitted asset_id was rally-09beau.,,quarterly,36720.0,chart_observation_marked_exact
rally-09rbleroy,2021-09-30,2021-08-01T00:00:00Z,25.0,107500.0,offering_price,rally_app,Rally App,2026-07-14T00:00:00Z,Marshall,exact,Initial offering,,quarterly,107500.0,observed_at_exceeds_quarter_lookback:60d; offering_price_excluded_from_secondary_returns
rally-09rbleroy,2021-12-31,2022-02-07T00:00:00Z,18.5,79550.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,chart_estimate,Nearest available observation after quarter-end. Submitted precision_status was approx.,,quarterly,79550.0,observed_at_after_period_end
rally-09rbleroy,2022-03-31,2022-03-30T00:00:00Z,19.5,83850.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,83850.0,chart_observation_marked_exact
rally-09rbleroy,2022-06-30,2022-06-27T00:00:00Z,19.25,82775.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,82775.0,chart_observation_marked_exact
rally-09rbleroy,2022-09-30,2022-09-27T00:00:00Z,20.0,86000.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,86000.0,chart_observation_marked_exact
rally-09rbleroy,2022-12-31,2022-12-29T00:00:00Z,20.5,88150.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,88150.0,chart_observation_marked_exact
rally-09rbleroy,2023-03-31,2023-03-27T00:00:00Z,20.5,88150.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,88150.0,chart_observation_marked_exact
rally-09rbleroy,2023-06-30,2023-06-27T00:00:00Z,20.5,88150.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,88150.0,chart_observation_marked_exact
rally-09rbleroy,2023-09-30,2023-09-28T00:00:00Z,22.0,94600.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,94600.0,chart_observation_marked_exact
rally-09rbleroy,2023-12-31,2023-12-29T00:00:00Z,19.5,83850.0,chart_observation,rally_app_chart,Rally App,2026-07-14T00:00:00Z,Marshall,exact,,,quarterly,83850.0,chart_observation_marked_exact
